loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-00120,BR-00003,HOME,2019-01-04,2020-01-04,5000,2372.67,19.35,12,TN,HOME_REFINANCE,D,1,75K-100K,DELINQUENT,15,NorthStar Servicing,2025-09-28,2026-06-29,AVAILABLE,ORIGINATION
LN-00121,BR-00003,BUSINESS,2020-03-19,2023-03-19,10000,8703.18,12.43,36,VA,EQUIPMENT,D,7,50K-75K,CURRENT,0,Cedar Capital,2021-09-27,2026-01-30,AVAILABLE,ORIGINATION
LN-00122,BR-00003,PERSONAL,2021-08-28,2026-08-28,5000,4060.53,8.8,60,FL,DEBT_CONSOLIDATION,D,15,150K+,CURRENT,0,NorthStar Servicing,2025-09-05,2025-02-26,PENDING,SERVICING
LN-00123,BR-00123,EDUCATION,2019-05-12,2026-05-11,25000,25000,9.82,84,IL,TUITION,E,5,75K-100K,CLOSED,0,Cedar Capital,2019-08-30,2025-04-28,AVAILABLE,API_IMPORT
LN-00124,BR-00124,AUTO,2022-07-04,2052-07-04,250000,25000,11.67,360,AZ,VEHICLE_PURCHASE,D,5,50K-75K,CLOSED,0,NorthStar Servicing,2022-12-29,2025-06-09,AVAILABLE,ORIGINATION
LN-00125,BR-00125,AUTO,2020-05-18,2024-05-18,10000,25000,18.19,48,TX,VEHICLE_REFINANCE,B,15,150K+,CLOSED,0,Apex Loan Services,2022-11-24,2026-04-05,AVAILABLE,API_IMPORT
LN-00126,BR-00126,PERSONAL,2024-06-24,2054-06-25,250000,25000,21.21,360,CA,HOME_IMPROVEMENT,B,3,30K-50K,CLOSED,0,Apex Loan Services,2026-02-08,2025-12-18,PENDING,ORIGINATION
LN-00127,BR-00127,AUTO,2021-09-29,2022-09-29,250000,25000,10.88,12,IL,VEHICLE_PURCHASE,B,1,<30K,CLOSED,0,NorthStar Servicing,2026-01-01,2026-02-25,AVAILABLE,SERVICING
LN-00128,BR-00128,EDUCATION,2021-03-10,2024-03-09,75000,25000,13.96,36,PA,TUITION,E,7,150K+,CLOSED,0,BlueRiver Finance,2022-10-14,2025-04-18,AVAILABLE,SERVICING
LN-00129,BR-00129,HOME,2020-05-17,2026-05-17,75000,25000,10.44,72,NC,HOME_IMPROVEMENT,B,3,150K+,CLOSED,0,Cedar Capital,2021-06-09,2025-01-03,AVAILABLE,SERVICING
LN-00130,BR-00130,AUTO,2020-08-03,2023-08-03,15000,25000,14.07,36,OR,VEHICLE_PURCHASE,E,3,<30K,CLOSED,180,Apex Loan Services,2022-09-07,2025-08-31,AVAILABLE,API_IMPORT
LN-00131,BR-00131,AUTO,2023-06-11,2029-06-10,15000,11206.15,15.38,72,CA,VEHICLE_PURCHASE,E,15,150K+,CURRENT,0,Apex Loan Services,2025-08-19,2026-01-21,PENDING,SERVICING
LN-00132,BR-00132,AUTO,2024-03-16,2044-03-16,50000,42808.88,17.47,240,OR,VEHICLE_REFINANCE,A,5,30K-50K,CURRENT,0,NorthStar Servicing,2026-05-31,2025-05-31,AVAILABLE,SERVICING
LN-00133,BR-00133,PERSONAL,2022-07-07,2042-07-07,10000,1079.72,21.18,240,VA,MEDICAL,D,5,<30K,DELINQUENT,180,BlueRiver Finance,2024-10-28,2025-10-09,AVAILABLE,SERVICING
LN-00134,BR-00134,EDUCATION,2025-05-31,2031-05-31,15000,1381.02,15.25,72,VA,EDUCATION_EXPENSE,A,2,<30K,CURRENT,0,Apex Loan Services,2025-10-30,2026-04-28,AVAILABLE,ORIGINATION
LN-00135,BR-00135,PERSONAL,2023-02-20,2024-02-20,250000,61238.51,14.51,12,WA,DEBT_CONSOLIDATION,B,7,150K+,CURRENT,0,Cedar Capital,2024-09-26,2026-03-29,MISSING,API_IMPORT
LN-00136,BR-00136,EDUCATION,2023-06-01,2029-05-31,10000,0,7.59,72,TX,TUITION,C,5,50K-75K,CLOSED,0,Cedar Capital,2026-03-04,2026-04-04,PENDING,ORIGINATION
LN-00137,BR-00137,BUSINESS,2021-01-28,2051-01-29,150000,116243.36,21.74,360,NC,WORKING_CAPITAL,D,20,30K-50K,CURRENT,0,BlueRiver Finance,2022-04-16,2026-06-14,PENDING,SERVICING
LN-00138,BR-00138,PERSONAL,2025-03-26,2035-03-26,150000,9458.73,15.44,120,MD,DEBT_CONSOLIDATION,D,20,<30K,CURRENT,0,Cedar Capital,2025-07-31,2026-04-08,AVAILABLE,SERVICING
LN-00139,BR-00139,HOME,2022-07-13,2026-07-13,50000,240.8,6.51,48,IL,HOME_IMPROVEMENT,C,15,30K-50K,CURRENT,0,Apex Loan Services,2022-08-14,2025-08-26,AVAILABLE,API_IMPORT
LN-00140,BR-00140,HOME,2022-08-04,2026-08-04,15000,5564.66,13.97,48,MI,HOME_IMPROVEMENT,B,3,<30K,CURRENT,0,BlueRiver Finance,2022-09-09,2026-01-02,AVAILABLE,SERVICING
LN-00141,BR-00141,AUTO,2019-01-28,2025-01-27,500000,105813.46,6.4,72,FL,VEHICLE_REFINANCE,E,10,<30K,CURRENT,0,NorthStar Servicing,2019-03-10,2025-02-22,EXPIRED,SERVICING
LN-00142,BR-00142,AUTO,2020-04-23,2023-04-23,25000,7319.08,4.86,36,VA,VEHICLE_PURCHASE,D,5,<30K,CURRENT,0,NorthStar Servicing,2023-10-19,2026-02-20,AVAILABLE,ORIGINATION
LN-00143,BR-00143,AUTO,2024-06-10,2030-06-10,100000,0,9.64,72,WA,VEHICLE_PURCHASE,D,1,<30K,CLOSED,0,BlueRiver Finance,2024-07-30,2025-06-07,AVAILABLE,API_IMPORT
LN-00144,BR-00144,PERSONAL,2020-02-26,2026-02-25,150000,120418.21,4.84,72,OH,HOME_IMPROVEMENT,B,2,<30K,DEFAULT,180,Cedar Capital,2023-12-04,2025-03-14,AVAILABLE,ORIGINATION
LN-00145,BR-00145,EDUCATION,2024-10-07,2044-10-07,50000,3162.74,16.13,240,MN,TUITION,A,15,30K-50K,CURRENT,0,Cedar Capital,2025-02-14,2026-07-10,AVAILABLE,ORIGINATION
LN-00146,BR-00146,AUTO,2019-12-28,2049-12-28,50000,18192.68,9.14,360,VA,VEHICLE_PURCHASE,B,10,30K-50K,CURRENT,0,Apex Loan Services,2023-07-02,2025-03-18,AVAILABLE,API_IMPORT
LN-00147,BR-00147,HOME,2021-08-06,2036-08-06,100000,61655.82,17.37,180,TN,HOME_PURCHASE,C,3,<30K,CURRENT,0,Apex Loan Services,2024-07-17,2026-07-27,AVAILABLE,API_IMPORT
LN-00148,BR-00148,BUSINESS,2020-01-08,2027-01-07,5000,2304.58,10.5,84,CO,EQUIPMENT,C,3,<30K,CURRENT,0,BlueRiver Finance,2020-10-22,2025-06-20,AVAILABLE,API_IMPORT
LN-00149,BR-00149,EDUCATION,2020-05-14,2022-05-14,75000,60460.59,18.93,24,WA,EDUCATION_EXPENSE,C,1,<30K,DELINQUENT,90,BlueRiver Finance,2022-01-08,2026-03-11,AVAILABLE,SERVICING
LN-00150,BR-00150,PERSONAL,2022-05-20,2023-05-20,50000,9958.44,21.9,12,NY,HOME_IMPROVEMENT,D,7,75K-100K,CURRENT,0,BlueRiver Finance,2025-08-01,2025-04-13,AVAILABLE,SERVICING
LN-00151,BR-00151,BUSINESS,2023-12-09,2030-12-08,10000,7785.87,8.5,84,AZ,EQUIPMENT,B,2,75K-100K,CURRENT,0,NorthStar Servicing,2024-02-22,2026-01-21,PENDING,SERVICING
LN-00152,BR-00152,HOME,2020-09-11,2023-09-11,25000,1829.7,14.92,36,MI,HOME_IMPROVEMENT,A,2,150K+,CURRENT,0,NorthStar Servicing,2026-01-05,2025-03-26,AVAILABLE,API_IMPORT
LN-00153,BR-00153,BUSINESS,2020-06-25,2050-06-26,500000,256032.06,9.76,360,FL,EQUIPMENT,D,3,30K-50K,DELINQUENT,180,BlueRiver Finance,2024-06-14,2025-06-13,AVAILABLE,API_IMPORT
LN-00154,BR-00154,PERSONAL,2019-01-28,2039-01-28,100000,88646.2,6.81,240,PA,HOME_IMPROVEMENT,E,15,75K-100K,CURRENT,0,NorthStar Servicing,2020-01-24,2025-11-14,AVAILABLE,ORIGINATION
LN-00155,BR-00155,AUTO,2023-10-30,2033-10-29,250000,81984.76,11.26,120,GA,VEHICLE_REFINANCE,B,15,<30K,CURRENT,0,NorthStar Servicing,2025-08-16,2025-01-28,AVAILABLE,SERVICING
LN-00156,BR-00156,AUTO,2024-05-23,2044-05-23,100000,0,8.57,240,MI,VEHICLE_PURCHASE,C,20,50K-75K,CLOSED,0,Cedar Capital,2026-02-15,2026-04-15,AVAILABLE,ORIGINATION
LN-00157,BR-00157,BUSINESS,2022-05-08,2024-05-07,15000,5314.14,8.6,24,NY,WORKING_CAPITAL,C,15,50K-75K,CURRENT,0,BlueRiver Finance,2023-11-16,2025-03-23,PENDING,SERVICING
LN-00158,BR-00158,AUTO,2024-04-21,2054-04-22,10000,1606.63,11.71,360,MA,VEHICLE_REFINANCE,A,2,75K-100K,CURRENT,0,BlueRiver Finance,2025-08-23,2026-03-13,AVAILABLE,ORIGINATION
LN-00159,BR-00159,PERSONAL,2023-07-24,2030-07-23,250000,187457.62,16.51,84,MA,HOME_IMPROVEMENT,E,1,50K-75K,DEFAULT,90,NorthStar Servicing,2024-02-08,2025-09-05,AVAILABLE,SERVICING
LN-00160,BR-00160,HOME,2020-10-18,2050-10-19,5000,3735.41,21.89,360,IL,HOME_IMPROVEMENT,D,15,150K+,CURRENT,0,Cedar Capital,2026-04-24,2026-01-15,AVAILABLE,ORIGINATION
LN-00161,BR-00161,HOME,2023-01-29,2025-01-28,25000,21243.92,12.17,24,AZ,HOME_IMPROVEMENT,B,10,<30K,CURRENT,0,Cedar Capital,2024-04-21,2026-01-19,AVAILABLE,ORIGINATION
LN-00162,BR-00162,HOME,2021-08-08,2031-08-08,5000,3642.02,16.03,120,MA,HOME_REFINANCE,D,2,50K-75K,CURRENT,0,NorthStar Servicing,2021-12-13,2025-02-09,PENDING,SERVICING
LN-00163,BR-00163,PERSONAL,2023-03-19,2025-03-18,500000,307970.24,10.21,24,NC,HOME_IMPROVEMENT,C,7,150K+,DEFAULT,180,Cedar Capital,2025-05-05,2026-03-17,AVAILABLE,ORIGINATION
LN-00164,BR-00164,BUSINESS,2019-05-02,2029-05-01,50000,16959.45,13.57,120,WA,EXPANSION,E,10,100K-150K,DEFAULT,120,Cedar Capital,2020-02-18,2025-12-16,AVAILABLE,ORIGINATION
LN-00165,BR-00165,PERSONAL,2021-12-20,2025-12-20,5000,2763.33,18.19,48,VA,MEDICAL,D,1,75K-100K,CURRENT,0,BlueRiver Finance,2025-07-18,2026-08-18,AVAILABLE,ORIGINATION
LN-00166,BR-00166,EDUCATION,2019-05-03,2022-05-02,500000,292795.51,13.7,36,OH,TUITION,B,3,100K-150K,CURRENT,0,Cedar Capital,2022-07-06,2025-05-28,AVAILABLE,SERVICING
LN-00167,BR-00167,PERSONAL,2025-02-20,2027-02-20,500000,109342.26,18.51,24,GA,HOME_IMPROVEMENT,B,1,75K-100K,DEFAULT,120,BlueRiver Finance,2025-07-04,2026-08-15,AVAILABLE,API_IMPORT
LN-00168,BR-00168,EDUCATION,2025-12-07,2027-12-07,5000,4493.78,20.05,24,GA,EDUCATION_EXPENSE,C,5,30K-50K,CURRENT,0,Cedar Capital,2026-02-08,2026-07-27,AVAILABLE,API_IMPORT
LN-00169,BR-00169,BUSINESS,2022-01-01,2024-01-01,100000,12762.4,17.39,24,GA,EQUIPMENT,D,15,50K-75K,CURRENT,0,BlueRiver Finance,2022-07-05,2025-12-06,AVAILABLE,ORIGINATION
LN-00170,BR-00170,HOME,2019-01-08,2022-01-07,100000,3419.87,12.33,36,MA,HOME_IMPROVEMENT,A,3,50K-75K,CURRENT,0,NorthStar Servicing,2026-03-25,2026-04-14,AVAILABLE,ORIGINATION
LN-00171,BR-00171,EDUCATION,2019-04-21,2023-04-21,50000,31156.16,21.99,48,WA,TUITION,A,10,30K-50K,CURRENT,0,BlueRiver Finance,2023-08-12,2026-01-16,PENDING,API_IMPORT
LN-00172,BR-00172,BUSINESS,2020-06-15,2022-06-15,150000,129076.41,11.74,24,VA,WORKING_CAPITAL,D,10,150K+,DELINQUENT,45,BlueRiver Finance,2023-03-20,2025-12-01,AVAILABLE,API_IMPORT
LN-00173,BR-00173,BUSINESS,2019-06-20,2029-06-19,5000,700.81,16.88,120,GA,WORKING_CAPITAL,B,2,75K-100K,CURRENT,0,NorthStar Servicing,2021-06-26,2025-02-23,EXPIRED,ORIGINATION
LN-00174,BR-00174,HOME,2025-09-09,2030-09-09,250000,237306.91,18.94,60,OR,HOME_PURCHASE,B,15,75K-100K,CURRENT,0,BlueRiver Finance,2026-05-29,2026-07-24,AVAILABLE,SERVICING
LN-00175,BR-00175,HOME,2022-07-27,2025-07-26,150000,50848.68,16.24,36,AZ,HOME_PURCHASE,A,3,75K-100K,CURRENT,0,Cedar Capital,2023-09-10,2025-11-13,AVAILABLE,ORIGINATION
LN-00176,BR-00176,BUSINESS,2021-01-04,2028-01-04,500000,364745.5,7.09,84,MI,EQUIPMENT,A,1,150K+,CURRENT,0,Apex Loan Services,2025-10-16,2025-07-15,AVAILABLE,API_IMPORT
LN-00177,BR-00177,BUSINESS,2022-06-22,2025-06-21,250000,128825.2,8.34,36,VA,EQUIPMENT,B,5,30K-50K,CURRENT,0,BlueRiver Finance,2025-05-14,2025-08-25,AVAILABLE,ORIGINATION
LN-00178,BR-00178,BUSINESS,2019-08-05,2020-08-04,25000,13505.01,20.19,12,OR,WORKING_CAPITAL,E,5,<30K,DELINQUENT,60,NorthStar Servicing,2023-05-24,2025-04-03,EXPIRED,API_IMPORT
LN-00179,BR-00179,AUTO,2023-02-26,2026-02-25,10000,3032.99,5.0,36,FL,VEHICLE_REFINANCE,D,10,150K+,CURRENT,0,NorthStar Servicing,2026-05-30,2026-03-26,AVAILABLE,API_IMPORT
LN-00180,BR-00180,AUTO,2021-07-09,2023-07-09,150000,86065.37,19.97,24,GA,VEHICLE_REFINANCE,B,20,150K+,CURRENT,0,BlueRiver Finance,2022-01-13,2025-12-04,AVAILABLE,API_IMPORT
LN-00181,BR-00181,PERSONAL,2022-07-12,2032-07-11,250000,211531.84,12.18,120,MA,HOME_IMPROVEMENT,E,3,100K-150K,DELINQUENT,60,Apex Loan Services,2023-01-12,2025-10-12,AVAILABLE,ORIGINATION
LN-00182,BR-00182,BUSINESS,2019-12-26,2025-12-25,25000,10076.43,7.12,72,NC,WORKING_CAPITAL,B,2,<30K,DELINQUENT,45,Cedar Capital,2024-09-11,2026-04-05,AVAILABLE,API_IMPORT
LN-00183,BR-00183,EDUCATION,2025-03-25,2026-03-25,75000,9538.93,17.92,12,AZ,TUITION,C,20,150K+,CURRENT,0,Apex Loan Services,2026-07-28,2026-02-06,AVAILABLE,SERVICING
LN-00184,BR-00184,BUSINESS,2022-07-04,2024-07-03,10000,289.48,5.65,24,CA,EQUIPMENT,E,20,<30K,CURRENT,0,BlueRiver Finance,2024-05-14,2025-12-16,AVAILABLE,API_IMPORT
LN-00185,BR-00185,BUSINESS,2020-06-05,2021-06-05,100000,18846.32,5.88,12,FL,EXPANSION,A,5,50K-75K,CURRENT,0,BlueRiver Finance,2022-08-22,2025-03-13,AVAILABLE,SERVICING
LN-00186,BR-00186,EDUCATION,2024-02-18,2030-02-17,15000,516.73,13.18,72,PA,TUITION,A,5,150K+,CURRENT,0,BlueRiver Finance,2026-07-27,2025-09-03,AVAILABLE,ORIGINATION
LN-00187,BR-00187,AUTO,2021-07-13,2041-07-13,15000,13237.58,6.74,240,OH,VEHICLE_PURCHASE,C,1,30K-50K,CURRENT,0,NorthStar Servicing,2021-12-15,2025-08-10,AVAILABLE,API_IMPORT
LN-00188,BR-00188,BUSINESS,2025-08-19,2027-08-19,10000,2360.78,16.37,24,VA,EXPANSION,A,3,50K-75K,CURRENT,0,Apex Loan Services,2025-09-24,2025-09-18,PENDING,API_IMPORT
LN-00189,BR-00189,PERSONAL,2021-02-19,2023-02-19,25000,4095.28,21.76,24,NJ,MEDICAL,B,15,<30K,CURRENT,0,Apex Loan Services,2025-04-27,2025-08-31,EXPIRED,ORIGINATION
LN-00190,BR-00190,HOME,2020-05-26,2021-05-26,75000,56134.73,20.5,12,WA,HOME_PURCHASE,A,20,150K+,CURRENT,0,BlueRiver Finance,2023-12-06,2026-02-28,AVAILABLE,API_IMPORT
LN-00191,BR-00191,BUSINESS,2022-12-21,2028-12-20,5000,2768.51,13.27,72,VA,EQUIPMENT,B,20,75K-100K,CURRENT,0,NorthStar Servicing,2025-01-07,2025-05-29,AVAILABLE,SERVICING
LN-00192,BR-00192,HOME,2019-08-15,2026-08-14,15000,3106.32,9.22,84,MA,HOME_REFINANCE,B,1,50K-75K,CURRENT,0,BlueRiver Finance,2019-11-27,2026-06-18,AVAILABLE,SERVICING
LN-00193,BR-00193,BUSINESS,2019-03-04,2025-03-03,75000,33642.06,21.53,72,IL,EXPANSION,B,7,150K+,CURRENT,0,BlueRiver Finance,2024-04-09,2025-11-20,AVAILABLE,API_IMPORT
LN-00194,BR-00194,AUTO,2021-09-08,2041-09-08,5000,0,21.94,240,MA,VEHICLE_PURCHASE,A,10,50K-75K,CLOSED,0,Cedar Capital,2024-02-07,2025-07-09,PENDING,SERVICING
LN-00195,BR-00195,AUTO,2024-09-24,2054-09-25,250000,86271.08,17.76,360,MD,VEHICLE_PURCHASE,B,10,150K+,DEFAULT,90,Apex Loan Services,2025-02-05,2025-07-17,PENDING,SERVICING
LN-00196,BR-00196,HOME,2023-01-21,2027-01-21,250000,45441.67,19.69,48,TX,HOME_PURCHASE,C,15,<30K,CURRENT,0,BlueRiver Finance,2023-12-25,2025-12-28,AVAILABLE,API_IMPORT
LN-00197,BR-00197,PERSONAL,2021-06-21,2025-06-21,50000,39439.26,19.75,48,NY,MEDICAL,C,1,75K-100K,CURRENT,0,Cedar Capital,2023-08-09,2026-05-02,AVAILABLE,SERVICING
LN-00198,BR-00198,EDUCATION,2020-05-09,2040-05-09,75000,47568.24,21.26,240,MD,EDUCATION_EXPENSE,C,1,100K-150K,CURRENT,0,BlueRiver Finance,2022-10-27,2025-09-29,MISSING,ORIGINATION
LN-00199,BR-00199,BUSINESS,2023-12-08,2028-12-07,50000,21016.85,18.32,60,GA,EXPANSION,C,15,150K+,CURRENT,0,Apex Loan Services,2025-05-04,2026-06-09,AVAILABLE,API_IMPORT
LN-00200,BR-00200,BUSINESS,2022-04-17,2037-04-17,150000,47648.11,11.87,180,NC,WORKING_CAPITAL,C,7,150K+,CURRENT,0,NorthStar Servicing,2024-10-21,2025-09-19,AVAILABLE,API_IMPORT
LN-00200,BR-00201,PERSONAL,2022-11-23,2025-11-22,50000,9431.16,12.83,36,MN,MEDICAL,D,7,100K-150K,DEFAULT,90,NorthStar Servicing,2025-01-22,2026-06-07,AVAILABLE,API_IMPORT
LN-00202,BR-00202,PERSONAL,2019-10-20,2021-10-19,500000,285054.17,9.48,24,MD,DEBT_CONSOLIDATION,E,3,75K-100K,CURRENT,0,Apex Loan Services,2021-05-24,2026-08-02,PENDING,SERVICING
LN-00202,BR-00203,BUSINESS,2024-04-03,2028-04-03,500000,425981.03,9.68,48,NC,EXPANSION,D,3,75K-100K,CURRENT,0,NorthStar Servicing,2025-06-09,2025-02-27,AVAILABLE,SERVICING
LN-00204,BR-00204,PERSONAL,2022-01-10,2026-01-10,10000,1474.23,19.19,48,MN,DEBT_CONSOLIDATION,B,15,150K+,CURRENT,0,Cedar Capital,2022-03-12,2025-05-29,PENDING,ORIGINATION
LN-00204,BR-00205,HOME,2021-11-03,2025-11-03,5000,23.86,7.41,48,TX,HOME_REFINANCE,C,5,100K-150K,CURRENT,0,Cedar Capital,2026-05-21,2026-05-30,AVAILABLE,SERVICING
LN-00206,BR-00206,HOME,2024-08-28,2025-08-28,500000,291111.32,16.92,12,VA,HOME_PURCHASE,A,5,75K-100K,DELINQUENT,180,BlueRiver Finance,2024-10-06,2025-09-13,AVAILABLE,SERVICING
LN-00206,BR-00207,EDUCATION,2021-11-22,2051-11-23,15000,5489.37,21.4,360,OR,TUITION,A,7,150K+,CURRENT,0,Cedar Capital,2025-01-16,2025-05-22,AVAILABLE,SERVICING
LN-00208,BR-00208,EDUCATION,2021-10-06,2025-10-06,10000,8029.01,14.62,48,OH,EDUCATION_EXPENSE,C,10,100K-150K,CURRENT,0,NorthStar Servicing,2023-05-09,2025-08-11,AVAILABLE,SERVICING
LN-00208,BR-00209,AUTO,2020-12-13,2025-12-13,250000,98342.38,14.07,60,TN,VEHICLE_REFINANCE,C,3,30K-50K,DELINQUENT,120,Cedar Capital,2024-04-03,2025-12-05,MISSING,API_IMPORT
LN-00210,BR-00210,BUSINESS,2023-12-17,2038-12-17,150000,71973.74,15.1,180,CO,WORKING_CAPITAL,D,10,100K-150K,CURRENT,0,Cedar Capital,2024-02-01,2025-02-16,AVAILABLE,ORIGINATION
LN-00210,BR-00211,PERSONAL,2022-07-16,2027-07-16,5000,4541.61,4.9,60,CA,DEBT_CONSOLIDATION,E,7,100K-150K,DEFAULT,180,Cedar Capital,2023-10-15,2025-08-10,AVAILABLE,API_IMPORT
LN-00212,BR-00212,EDUCATION,2022-01-29,2023-01-29,75000,1295.25,19.32,12,WA,EDUCATION_EXPENSE,E,10,75K-100K,CURRENT,0,BlueRiver Finance,2022-04-29,2025-07-02,AVAILABLE,ORIGINATION
LN-00212,BR-00213,EDUCATION,2025-06-01,2040-06-01,50000,5264.92,9.92,180,MI,TUITION,C,1,50K-75K,DEFAULT,120,Cedar Capital,2025-08-13,2026-02-11,AVAILABLE,API_IMPORT
LN-00214,BR-00214,PERSONAL,2023-04-04,2038-04-04,5000,3751.77,20.89,180,TX,DEBT_CONSOLIDATION,A,10,75K-100K,CURRENT,0,BlueRiver Finance,2023-10-05,2025-04-22,AVAILABLE,ORIGINATION
LN-00214,BR-00215,BUSINESS,2025-09-24,2029-09-24,5000,807.52,10.61,48,MA,EXPANSION,A,10,150K+,CURRENT,0,Apex Loan Services,2026-03-07,2025-11-06,AVAILABLE,API_IMPORT
LN-00216,BR-00216,PERSONAL,2020-04-01,2022-04-01,250000,235335.49,13.87,24,MA,HOME_IMPROVEMENT,A,10,30K-50K,CURRENT,0,NorthStar Servicing,2024-02-11,2025-07-22,MISSING,ORIGINATION
LN-00216,BR-00217,HOME,2022-09-09,2024-09-08,75000,35468.9,15.7,24,NJ,HOME_IMPROVEMENT,A,20,<30K,CURRENT,0,BlueRiver Finance,2026-06-17,2025-05-25,AVAILABLE,ORIGINATION
LN-00218,BR-00218,AUTO,2025-05-07,2045-05-07,500000,353404.51,17.82,240,PA,VEHICLE_REFINANCE,D,15,50K-75K,DELINQUENT,120,NorthStar Servicing,2025-07-06,2026-02-04,AVAILABLE,API_IMPORT
LN-00218,BR-00219,HOME,2024-01-14,2034-01-13,15000,14256.82,18.16,120,MN,HOME_PURCHASE,E,10,30K-50K,CURRENT,0,Apex Loan Services,2024-05-06,2025-06-30,AVAILABLE,ORIGINATION
LN-00220,BR-00220,PERSONAL,2025-05-30,2032-05-29,500000,392410.66,8.56,84,NC,HOME_IMPROVEMENT,E,1,<30K,CURRENT,0,Cedar Capital,2026-07-21,2026-08-13,AVAILABLE,SERVICING
LN-00220,BR-00221,BUSINESS,2024-04-06,2054-04-07,100000,79099.17,19.79,360,CO,EQUIPMENT,C,7,<30K,DELINQUENT,120,Apex Loan Services,2025-11-20,2025-12-27,AVAILABLE,SERVICING
LN-00222,BR-00222,BUSINESS,2019-01-20,2049-01-20,10000,2116.17,16.84,360,OH,EQUIPMENT,B,10,100K-150K,CURRENT,0,BlueRiver Finance,2025-04-20,2026-02-14,AVAILABLE,SERVICING
LN-00222,BR-00223,PERSONAL,2019-04-21,2020-04-20,250000,221681.66,17.28,12,MN,MEDICAL,A,7,150K+,CURRENT,0,BlueRiver Finance,2026-03-05,2025-12-30,PENDING,ORIGINATION
LN-00224,BR-00224,PERSONAL,2022-09-15,2037-09-15,15000,10531.94,11.73,180,PA,MEDICAL,C,10,150K+,CURRENT,0,BlueRiver Finance,2024-11-09,2025-06-01,AVAILABLE,ORIGINATION
LN-00224,BR-00225,BUSINESS,2025-10-25,2055-10-26,100000,89742.57,9.57,360,TX,WORKING_CAPITAL,C,20,150K+,CURRENT,0,Cedar Capital,2025-12-14,2025-11-23,MISSING,SERVICING
LN-00226,BR-00226,HOME,2024-01-15,2034-01-14,75000,39848.69,6.63,120,NJ,HOME_PURCHASE,B,5,75K-100K,DEFAULT,180,BlueRiver Finance,2024-03-16,2026-07-09,AVAILABLE,ORIGINATION
LN-00226,BR-00227,BUSINESS,2020-06-07,2030-06-07,25000,20564.3,21.11,120,MD,EXPANSION,D,15,75K-100K,CURRENT,0,Apex Loan Services,2022-11-04,2025-10-06,AVAILABLE,API_IMPORT
LN-00228,BR-00228,HOME,2022-03-04,2042-03-04,75000,16407.94,21.36,240,MN,HOME_REFINANCE,B,5,<30K,DELINQUENT,120,BlueRiver Finance,2024-08-16,2026-05-09,AVAILABLE,SERVICING
LN-00228,BR-00229,BUSINESS,2024-10-23,2044-10-23,75000,31624.48,14.06,240,WA,EXPANSION,A,2,50K-75K,CURRENT,0,NorthStar Servicing,2026-07-03,2025-09-28,AVAILABLE,API_IMPORT
LN-00230,BR-00230,PERSONAL,2021-08-18,2023-08-18,75000,32882.45,17.56,24,MD,HOME_IMPROVEMENT,A,1,150K+,CURRENT,0,NorthStar Servicing,2026-02-23,2026-07-09,AVAILABLE,API_IMPORT
LN-00230,BR-00231,PERSONAL,2024-11-19,2031-11-19,150000,92071.52,17.57,84,MI,HOME_IMPROVEMENT,D,2,75K-100K,DEFAULT,120,Cedar Capital,2025-02-01,2026-06-09,AVAILABLE,API_IMPORT
LN-00232,BR-00232,HOME,2019-12-14,2034-12-14,150000,67516.83,14.87,180,VA,HOME_IMPROVEMENT,E,20,<30K,DEFAULT,90,Cedar Capital,2023-03-24,2026-07-01,AVAILABLE,SERVICING
LN-00232,BR-00233,AUTO,2025-05-07,2030-05-07,100000,18202.15,8.92,60,MI,VEHICLE_REFINANCE,A,2,150K+,DEFAULT,180,NorthStar Servicing,2025-09-07,2026-04-25,AVAILABLE,ORIGINATION
LN-00234,BR-00234,AUTO,2019-03-15,2020-03-14,50000,32739.06,21.58,12,TN,VEHICLE_REFINANCE,C,15,100K-150K,CURRENT,0,BlueRiver Finance,2019-12-25,2026-08-13,AVAILABLE,API_IMPORT
LN-00234,BR-00235,EDUCATION,2025-01-04,2045-01-04,250000,185367.41,15.32,240,GA,EDUCATION_EXPENSE,D,15,50K-75K,CURRENT,0,NorthStar Servicing,2025-04-30,2025-07-20,AVAILABLE,ORIGINATION
LN-00236,BR-00236,AUTO,2023-04-26,2038-04-26,75000,7634.89,9.8,180,OH,VEHICLE_REFINANCE,D,10,150K+,CURRENT,0,BlueRiver Finance,2025-09-13,2026-07-03,AVAILABLE,SERVICING
LN-00236,BR-00237,HOME,2021-02-12,2051-02-13,75000,18477.9,4.95,360,NJ,HOME_IMPROVEMENT,B,20,<30K,DELINQUENT,60,Cedar Capital,2025-09-01,2025-10-02,AVAILABLE,ORIGINATION
LN-00238,BR-00238,HOME,2023-12-25,2053-12-25,150000,33070.83,7.37,360,CO,HOME_IMPROVEMENT,E,2,30K-50K,CURRENT,0,NorthStar Servicing,2025-11-12,2025-01-15,AVAILABLE,SERVICING
LN-00238,BR-00239,PERSONAL,2023-04-21,2033-04-20,100000,89772.06,14.46,120,VA,MEDICAL,B,20,<30K,CURRENT,0,Cedar Capital,2024-04-11,2025-08-14,AVAILABLE,ORIGINATION
